企业代号,quater,进项合计,订单个数,进项负发票个数,供货商个数,销项合计,销项订单个数,销项负发票个数,客户个数,净营业收入,企业名称,信誉评级,是否违约
E37,2017Q4,2573217.5199999996,31,0,10,2714168.54,165,2,29,140951.02000000048,***木业有限公司,2,0
E37,2018Q1,4267994.44,53,0,11,3688737.8,65,5,30,-579256.6400000006,***木业有限公司,2,0
E37,2018Q2,4678834.13,56,0,18,5787954.19,77,0,32,1109120.0600000005,***木业有限公司,2,0
E37,2018Q3,3410916.43,43,0,14,3447837.88,58,0,32,36921.44999999972,***木业有限公司,2,0
E37,2018Q4,4528608.77,53,0,18,4195783.9,77,0,54,-332824.8699999992,***木业有限公司,2,0
E37,2019Q1,5416549.510000003,64,0,17,5511180.62,74,0,44,94631.10999999754,***木业有限公司,2,0
E37,2019Q2,4662879.029999999,60,2,20,2752586.4099999997,49,0,30,-1910292.6199999996,***木业有限公司,2,0
E37,2019Q3,3787178.04,44,0,12,4891639.18,69,0,42,1104461.1399999997,***木业有限公司,2,0
E37,2019Q4,5895532.379999998,67,0,19,6228820.6,102,0,61,333288.2200000016,***木业有限公司,2,0
E37,2020Q1,2533760.83,29,0,9,3080995.24,42,0,24,547234.4100000001,***木业有限公司,2,0
E38,2017Q3,21509.0,11,0,8,2065259.0,21,0,1,2043750.0,***建设工程有限公司,2,0
E38,2017Q4,33951.0,20,0,10,5800000.0,58,0,1,5766049.0,***建设工程有限公司,2,0
E38,2018Q1,4206179.06,71,0,26,5000000.0,50,0,1,793820.9400000004,***建设工程有限公司,2,0
E38,2018Q2,351845.44,70,4,26,3872006.0,39,0,1,3520160.56,***建设工程有限公司,2,0
E38,2018Q3,163277.49,57,0,35,9231787.0,94,0,2,9068509.51,***建设工程有限公司,2,0
E38,2018Q4,1156564.27,121,0,42,1158032.7499999998,29,4,2,1468.4799999997485,***建设工程有限公司,2,0
E38,2019Q1,865960.17,117,0,52,6181330.53,72,0,4,5315370.36,***建设工程有限公司,2,0
E38,2019Q2,533924.26,105,0,42,186915.56,6,0,1,-347008.7,***建设工程有限公司,2,0
E38,2019Q3,1812243.6300000001,161,0,72,9676908.759999998,106,0,5,7864665.129999998,***建设工程有限公司,2,0
E38,2019Q4,4016749.599999998,224,0,80,4677307.34,53,0,3,660557.7400000016,***建设工程有限公司,2,0
E39,2017Q4,17752.0,20,0,11,2548675.0,24,0,1,2530923.0,***建筑劳务有限公司,3,0
E39,2018Q1,28456.0,40,0,17,4399578.0,41,0,2,4371122.0,***建筑劳务有限公司,3,0
E39,2018Q2,8970.6,20,0,15,4009626.0,44,0,1,4000655.4,***建筑劳务有限公司,3,0
E39,2018Q3,13893.039999999999,38,0,9,3465447.0,32,0,1,3451553.96,***建筑劳务有限公司,3,0
E39,2018Q4,6388.0,4,0,4,300000.0,12,0,1,293612.0,***建筑劳务有限公司,3,0
E39,2019Q2,60431.87,56,0,13,1489193.78,28,4,1,1428761.91,***建筑劳务有限公司,3,0
E39,2019Q3,192000.68,53,0,10,8180548.8,25,2,1,7988548.12,***建筑劳务有限公司,3,0
E39,2019Q4,42527.27,42,0,5,1339133.5,12,0,1,1296606.23,***建筑劳务有限公司,3,0
E4,2017Q1,5047734.48,29,0,16,564468363.7700002,521,0,3,559420629.2900002,***发展有限责任公司,3,0
E4,2017Q2,1203636.4,25,1,19,677142080.8600012,610,0,4,675938444.4600012,***发展有限责任公司,3,0
E4,2017Q3,36294.72,11,0,8,42797499.57,43,0,3,42761204.85,***发展有限责任公司,3,0
E4,2017Q4,72349642.68,40,1,25,238954741.61000058,215,0,8,166605098.93000057,***发展有限责任公司,3,0
E4,2018Q1,85252519.88999999,50,0,24,132611065.99999999,117,0,3,47358546.11,***发展有限责任公司,3,0
E4,2018Q2,581774.88,72,0,31,164685873.21,156,0,6,164104098.33,***发展有限责任公司,3,0
E4,2018Q3,4553987.98,55,0,31,110322295.24000004,116,4,9,105768307.26000004,***发展有限责任公司,3,0
E4,2018Q4,23323108.659999996,46,1,27,77017071.46999998,101,5,9,53693962.80999999,***发展有限责任公司,3,0
E4,2019Q1,311349.0,23,1,16,35606919.61000001,41,0,4,35295570.61000001,***发展有限责任公司,3,0
E4,2019Q2,136117.68999999997,28,0,16,21965028.30999999,30,0,4,21828910.61999999,***发展有限责任公司,3,0
E4,2019Q3,14028012.6,36,0,25,19276111.44,22,0,4,5248098.840000002,***发展有限责任公司,3,0
E4,2019Q4,47744203.410000004,98,0,23,61693533.61999999,69,0,2,13949330.209999986,***发展有限责任公司,3,0
E40,2017Q2,9223.0,10,0,9,169304.0,4,0,2,160081.0,***财税咨询服务有限公司,3,0
E40,2017Q3,50225.29,70,0,47,586205.2,12,0,8,535979.9099999999,***财税咨询服务有限公司,3,0
E40,2017Q4,176860.3,108,2,59,2131388.96,58,0,23,1954528.66,***财税咨询服务有限公司,3,0
E40,2018Q1,162570.30000000002,190,0,107,773478.85,37,2,16,610908.5499999999,***财税咨询服务有限公司,3,0
E40,2018Q2,459467.88000000006,302,5,142,2464932.0799999996,87,4,52,2005464.1999999995,***财税咨询服务有限公司,3,0
E40,2018Q3,372588.28,318,3,130,2282165.5,88,5,68,1909577.22,***财税咨询服务有限公司,3,0
E40,2018Q4,846419.5299999999,394,4,169,6308176.82,134,4,61,5461757.29,***财税咨询服务有限公司,3,0
E40,2019Q1,1066621.9300000002,469,3,193,1251601.54,59,10,48,184979.60999999987,***财税咨询服务有限公司,3,0
E40,2019Q2,482263.76,315,1,125,4292373.03,79,6,64,3810109.2700000005,***财税咨询服务有限公司,3,0
E40,2019Q3,399874.9900000001,368,1,153,5206074.11,102,8,98,4806199.12,***财税咨询服务有限公司,3,0
E40,2019Q4,368113.48000000004,411,10,182,7428395.190000001,116,3,98,7060281.710000001,***财税咨询服务有限公司,3,0
E40,2020Q1,92106.62000000001,113,5,63,1613656.03,24,0,24,1521549.41,***财税咨询服务有限公司,3,0
E41,2017Q2,16648.8,5,0,4,671470.33,22,2,6,654821.5299999999,***物业发展有限公司,3,0
E41,2017Q3,233539.49,77,1,38,548866.93,15,0,4,315327.44000000006,***物业发展有限公司,3,0
E41,2017Q4,174783.55,79,0,43,1994197.4400000002,37,1,5,1819413.8900000001,***物业发展有限公司,3,0
E41,2018Q1,400912.28,145,0,51,1632699.5099999998,32,0,5,1231787.2299999997,***物业发展有限公司,3,0
E41,2018Q2,408041.2099999999,174,4,74,2174371.2300000004,44,1,5,1766330.0200000005,***物业发展有限公司,3,0
E41,2018Q3,589397.76,233,3,101,2187299.42,44,1,5,1597901.66,***物业发展有限公司,3,0
E41,2018Q4,425090.66,215,0,103,2322154.4499999997,49,2,8,1897063.7899999998,***物业发展有限公司,3,0
E41,2019Q1,620722.53,228,0,91,2235085.9699999997,44,0,5,1614363.4399999997,***物业发展有限公司,3,0
E41,2019Q2,481297.51,181,2,96,7103420.930000002,110,1,5,6622123.420000002,***物业发展有限公司,3,0
E41,2019Q3,427924.13000000006,254,2,110,5054582.960000003,77,2,5,4626658.830000003,***物业发展有限公司,3,0
E41,2019Q4,939089.96,249,0,108,3711288.6100000003,73,8,6,2772198.6500000004,***物业发展有限公司,3,0
E41,2020Q1,671279.4500000002,128,1,59,3363495.6799999997,51,0,6,2692216.2299999995,***物业发展有限公司,3,0
E42,2017Q4,180.0,1,0,1,1159578.5,19,3,4,1159398.5,***园艺场,1,0
E42,2019Q3,6360.0,28,0,5,6054025.0,68,0,9,6047665.0,***园艺场,1,0
E42,2019Q4,4479.0,16,0,3,2240420.85,24,0,4,2235941.85,***园艺场,1,0
E42,2020Q1,750.0,2,0,1,3009743.0,32,0,4,3008993.0,***园艺场,1,0
E43,2018Q3,1176080.0,13,0,3,3734127.2300000023,40,0,4,2558047.2300000023,***建设工程有限公司,2,0
E43,2018Q4,275067.95,6,0,4,4472739.4300000025,60,5,4,4197671.480000002,***建设工程有限公司,2,0
E43,2019Q1,1745920.0,7,0,4,2299074.5299999993,22,0,1,553154.5299999993,***建设工程有限公司,2,0
E43,2019Q2,112750.0,27,10,5,3100000.000000001,30,0,1,2987250.000000001,***建设工程有限公司,2,0
E43,2019Q3,46064.0,6,0,4,6109505.950000003,62,0,3,6063441.950000003,***建设工程有限公司,2,0
E44,2016Q4,606794.5800000001,24,0,11,785521.06,90,5,13,178726.47999999998,***商贸有限公司,3,0
E44,2017Q1,1384791.1,41,0,16,2118494.020000002,230,14,11,733702.9200000018,***商贸有限公司,3,0
E44,2017Q2,1269048.1600000001,51,0,19,1325318.24,136,7,6,56270.07999999984,***商贸有限公司,3,0
E44,2017Q3,932761.5,53,0,32,1083029.4600000007,103,0,7,150267.96000000066,***商贸有限公司,3,0
E44,2017Q4,2139059.74,104,0,52,2257847.5900000003,209,0,9,118787.8500000001,***商贸有限公司,3,0
E44,2018Q1,3092277.0,97,0,41,3250262.009999993,286,0,5,157985.0099999928,***商贸有限公司,3,0
E44,2018Q2,2518555.5,90,0,39,1540382.4699999993,193,27,6,-978173.0300000007,***商贸有限公司,3,0
E44,2018Q3,1296318.0,95,1,33,2789406.770000001,259,2,8,1493088.770000001,***商贸有限公司,3,0
E44,2018Q4,4197473.92,162,0,53,4452247.94,398,1,8,254774.02000000048,***商贸有限公司,3,0
E44,2019Q1,5958152.319999999,155,0,60,5952163.669999999,189,0,6,-5988.6500000003725,***商贸有限公司,3,0
E44,2019Q2,2485040.24,88,0,44,2669248.1200000006,41,0,5,184207.88000000035,***商贸有限公司,3,0
E44,2019Q3,2206676.89,101,1,46,2837344.5600000005,35,0,6,630667.6700000004,***商贸有限公司,3,0
E44,2019Q4,6294682.3500000015,161,0,64,6679258.490000002,73,0,6,384576.1400000006,***商贸有限公司,3,0
E45,2017Q4,1517323.1400000001,29,0,12,1642958.6400000001,19,0,9,125635.5,个体经营E45,2,1
E45,2018Q1,437912.01,55,0,30,1942398.0,19,0,6,1504485.99,个体经营E45,2,1
E45,2018Q2,1262581.02,75,0,35,1308874.81,23,0,16,46293.79000000004,个体经营E45,2,1
E45,2018Q3,967572.2,45,0,15,1004814.24,16,0,11,37242.04000000004,个体经营E45,2,1
E45,2018Q4,919917.5400000002,70,0,27,704540.2,21,7,6,-215377.3400000002,个体经营E45,2,1
E45,2019Q2,6372468.900000001,104,0,20,7552414.339999999,74,0,14,1179945.4399999976,个体经营E45,2,1
E45,2019Q3,6894658.600000001,86,0,13,7602515.590000003,74,0,11,707856.9900000021,个体经营E45,2,1
E45,2019Q4,6156829.889999998,70,0,5,6167348.0,59,0,8,10518.110000002198,个体经营E45,2,1
E46,2016Q4,556193.02,18,0,12,675000.0,12,0,6,118806.97999999998,***广告传媒有限公司,3,0
E46,2017Q1,2681371.6300000004,122,0,21,4301600.0,60,1,18,1620228.3699999996,***广告传媒有限公司,3,0
E46,2017Q2,3471172.84,85,0,22,4859040.0,62,0,12,1387867.1600000001,***广告传媒有限公司,3,0
E46,2017Q3,3289742.69,157,0,49,5511460.0,75,0,18,2221717.31,***广告传媒有限公司,3,0
E46,2017Q4,7306864.049999999,338,1,64,8213900.0,101,0,26,907035.9500000011,***广告传媒有限公司,3,0
E46,2018Q1,5172874.210000001,247,0,96,5899795.42,77,1,26,726921.209999999,***广告传媒有限公司,3,0
E46,2018Q2,7230540.26,235,1,77,8248978.0,130,14,24,1018437.7400000002,***广告传媒有限公司,3,0
E46,2018Q3,3845865.1600000006,243,2,76,3158950.0,62,7,22,-686915.1600000006,***广告传媒有限公司,3,0
E46,2018Q4,3883442.619999999,188,1,63,4558940.0,65,1,31,675497.3800000008,***广告传媒有限公司,3,0
E46,2019Q1,3703882.77,177,0,63,3741234.4,66,4,36,37351.62999999989,***广告传媒有限公司,3,0
E46,2019Q2,2610542.5999999996,191,5,67,2923500.0,41,0,22,312957.4000000004,***广告传媒有限公司,3,0
E46,2019Q3,3692253.9,218,1,82,4453860.0,62,2,22,761606.1000000001,***广告传媒有限公司,3,0
E46,2019Q4,5258797.659999995,273,6,92,5565585.0,76,6,17,306787.34000000544,***广告传媒有限公司,3,0
E47,2016Q4,3380226.6700000004,109,0,57,4146392.4499999997,248,1,191,766165.7799999993,***控制设备有限责任公司,3,0
E47,2017Q1,4569391.04,177,1,71,5072859.249999999,289,4,202,503468.20999999903,***控制设备有限责任公司,3,0
E47,2017Q2,6487387.54,268,0,96,7731642.600000003,332,0,211,1244255.0600000033,***控制设备有限责任公司,3,0
E47,2017Q3,4754396.659999999,265,3,101,5767223.469999999,344,5,217,1012826.8099999996,***控制设备有限责任公司,3,0
E47,2017Q4,3509421.92,243,1,101,4137878.2600000002,284,2,200,628456.3400000003,***控制设备有限责任公司,3,0
E47,2018Q1,3123153.07,213,0,82,3781516.0300000007,207,2,142,658362.9600000009,***控制设备有限责任公司,3,0
E47,2018Q2,4019451.0199999996,331,2,121,5238113.49,317,0,195,1218662.4700000007,***控制设备有限责任公司,3,0
E47,2018Q3,2973886.92,237,0,85,3544088.350000001,229,2,150,570201.4300000011,***控制设备有限责任公司,3,0
E47,2018Q4,3038608.69,213,0,79,3858986.11,235,2,159,820377.4199999999,***控制设备有限责任公司,3,0
E47,2019Q1,3331456.63,234,1,76,4478006.020000001,274,0,174,1146549.3900000015,***控制设备有限责任公司,3,0
E47,2019Q2,3296828.02,198,1,80,3479626.4099999997,229,0,150,182798.38999999966,***控制设备有限责任公司,3,0
E47,2019Q3,2907006.3099999996,195,1,73,3322379.2900000005,224,2,141,415372.9800000009,***控制设备有限责任公司,3,0
E47,2019Q4,2538640.3799999994,128,1,63,3029565.9,144,0,106,490925.5200000005,***控制设备有限责任公司,3,0
E48,2017Q1,203985.2,6,0,5,809554.0,12,0,4,605568.8,***化工有限公司,1,0
E48,2017Q2,385129.4,14,0,8,1043528.0,28,0,9,658398.6,***化工有限公司,1,0
E48,2017Q3,771501.1299999999,50,2,19,1630460.0,36,0,9,858958.8700000001,***化工有限公司,1,0
E48,2017Q4,262359.52,44,0,16,2874892.0,58,2,15,2612532.48,***化工有限公司,1,0
E48,2018Q1,233370.41,97,1,41,2025361.0,36,0,8,1791990.59,***化工有限公司,1,0
E48,2018Q2,961567.5599999999,133,0,48,2397200.0,54,2,13,1435632.44,***化工有限公司,1,0
E48,2018Q3,692711.2200000003,114,0,40,5401553.359999999,77,0,13,4708842.139999999,***化工有限公司,1,0
E48,2018Q4,2053992.1199999994,145,0,57,6649148.44,112,0,21,4595156.320000001,***化工有限公司,1,0
E48,2019Q1,1072308.8899999997,116,0,49,4207809.36,76,0,14,3135500.4700000007,***化工有限公司,1,0
E48,2019Q2,1399896.62,145,1,66,8400414.239999998,129,0,26,7000517.619999998,***化工有限公司,1,0
E48,2019Q3,2388765.2700000005,155,0,69,10023283.379999999,146,0,29,7634518.1099999985,***化工有限公司,1,0
E48,2019Q4,3420059.5900000003,146,1,64,9763059.72,156,2,31,6343000.130000001,***化工有限公司,1,0
E48,2020Q1,531648.42,45,0,29,2121236.0,40,0,15,1589587.58,***化工有限公司,1,0
E49,2017Q1,455503.05,46,2,13,2992190.0099999993,42,0,8,2536686.9599999995,***地球环保科技有限公司,3,0
E49,2017Q2,1143592.63,29,0,12,1204285.2999999998,37,11,6,60692.669999999925,***地球环保科技有限公司,3,0
E49,2017Q3,642047.94,57,1,36,1594115.0,20,0,18,952067.06,***地球环保科技有限公司,3,0
E49,2017Q4,132542.91,39,0,26,4811098.0,52,2,36,4678555.09,***地球环保科技有限公司,3,0
E49,2018Q1,1996842.41,132,3,60,12474.2,3,0,2,-1984368.21,***地球环保科技有限公司,3,0
E49,2018Q2,1680672.2599999995,288,3,116,7614290.1,77,0,29,5933617.84,***地球环保科技有限公司,3,0
E49,2018Q3,4372481.449999998,419,2,143,1084035.39,14,0,14,-3288446.0599999987,***地球环保科技有限公司,3,0
E49,2018Q4,2965267.430000002,479,1,162,6389239.8,69,0,47,3423972.369999998,***地球环保科技有限公司,3,0
E49,2019Q1,2787361.009999999,468,2,140,782000.0,9,0,2,-2005361.0099999988,***地球环保科技有限公司,3,0
E49,2019Q2,1397023.5899999996,327,3,116,5040118.9,54,0,42,3643095.3100000005,***地球环保科技有限公司,3,0
E49,2019Q3,742868.9800000001,338,0,122,2471000.0,27,0,20,1728131.02,***地球环保科技有限公司,3,0
E49,2019Q4,3482354.429999999,673,2,231,3368204.92,37,0,21,-114149.50999999885,***地球环保科技有限公司,3,0
E49,2020Q1,2702173.95,223,0,96,1843117.6,20,0,15,-859056.3500000001,***地球环保科技有限公司,3,0
E5,2017Q1,576830.2,13,0,7,929098.0,9,0,2,352267.80000000005,***供应链管理有限公司,2,0
E5,2017Q2,3205233.19,42,0,11,3389888.5999999996,39,0,4,184655.40999999968,***供应链管理有限公司,2,0
E5,2017Q3,113615.8,37,0,24,49560.0,1,0,1,-64055.8,***供应链管理有限公司,2,0
E5,2017Q4,1268202.6099999999,17,0,13,881352.0,14,0,4,-386850.60999999987,***供应链管理有限公司,2,0
E5,2018Q1,7552563.3,53,0,17,7835868.699999999,75,0,6,283305.39999999944,***供应链管理有限公司,2,0
E5,2018Q2,21333682.160000008,176,0,38,21471298.99999999,219,10,10,137616.83999998122,***供应链管理有限公司,2,0
E5,2018Q3,32000849.579999946,149,0,37,27041186.379999995,251,0,16,-4959663.199999951,***供应链管理有限公司,2,0
E5,2018Q4,60483671.39999999,309,1,45,64767153.81999999,257,0,14,4283482.420000002,***供应链管理有限公司,2,0
E5,2019Q1,40269687.3,307,10,64,39279972.599999994,46,0,11,-989714.700000003,***供应链管理有限公司,2,0
E5,2019Q2,21656130.339999992,228,1,84,25396526.16,28,0,5,3740395.8200000077,***供应链管理有限公司,2,0
E5,2019Q3,17558437.17,266,1,87,19154646.830000002,28,0,6,1596209.6600000001,***供应链管理有限公司,2,0
E5,2019Q4,19274439.749999996,401,3,160,19705880.1,31,0,8,431440.3500000052,***供应链管理有限公司,2,0
E5,2020Q1,2038636.1699999997,86,0,51,3388267.7999999993,7,0,2,1349631.6299999997,***供应链管理有限公司,2,0
E50,2017Q3,2195.0,4,0,4,4091168.0,42,0,1,4088973.0,***建筑劳务有限公司,3,0
E50,2018Q1,18190.0,21,0,13,400000.0,4,0,1,381810.0,***建筑劳务有限公司,3,0
E50,2018Q4,17594.64,20,0,10,2447607.82,26,0,2,2430013.1799999997,***建筑劳务有限公司,3,0
E50,2019Q1,54617.93,23,0,12,1170110.6,50,18,3,1115492.6700000002,***建筑劳务有限公司,3,0
E50,2019Q2,209420.0,26,0,12,6892460.5600000005,76,0,3,6683040.5600000005,***建筑劳务有限公司,3,0
E50,2019Q3,1349837.0,32,0,18,4101327.17,45,0,2,2751490.17,***建筑劳务有限公司,3,0
E50,2019Q4,192809.71999999997,13,1,8,1027804.56,12,0,1,834994.8400000001,***建筑劳务有限公司,3,0
E51,2016Q4,101099.27,2,0,2,141032.57,14,0,11,39933.3,***物流有限公司,2,0
E51,2017Q1,406935.29,20,1,9,1021826.2500000001,38,0,20,614890.9600000002,***物流有限公司,2,0
E51,2017Q2,1083959.01,22,0,5,1460355.8599999999,41,0,23,376396.84999999986,***物流有限公司,2,0
E51,2017Q3,546312.49,20,0,6,1034267.17,38,0,25,487954.68000000005,***物流有限公司,2,0
E51,2017Q4,1300916.8800000001,28,0,7,1460079.47,48,0,30,159162.58999999985,***物流有限公司,2,0
E51,2018Q1,1319957.14,33,0,11,1876844.5100000002,47,0,19,556887.3700000003,***物流有限公司,2,0
E51,2018Q2,1968995.8599999999,40,2,9,2354405.17,62,0,31,385409.31000000006,***物流有限公司,2,0
E51,2018Q3,2085956.48,34,0,6,1790831.08,54,0,26,-295125.3999999999,***物流有限公司,2,0
E51,2018Q4,3147960.7399999998,49,0,10,2685962.2699999996,77,0,36,-461998.4700000002,***物流有限公司,2,0
E51,2019Q1,2353757.6100000003,52,0,14,3910719.5,94,0,39,1556961.8899999997,***物流有限公司,2,0
E51,2019Q2,3800774.2599999993,60,1,19,3719589.5600000005,82,1,33,-81184.69999999879,***物流有限公司,2,0
E51,2019Q3,1885424.8800000001,33,0,7,3581453.530000001,102,2,40,1696028.650000001,***物流有限公司,2,0
E51,2019Q4,2557041.99,58,0,20,5415968.659999998,137,0,50,2858926.669999998,***物流有限公司,2,0
E52,2017Q4,21626.0,10,0,8,691095.0,11,0,2,669469.0,***商贸有限公司,4,1
E52,2018Q1,673281.47,30,0,15,865770.0,14,0,1,192488.53000000003,***商贸有限公司,4,1
E52,2018Q2,1027490.9,21,0,8,501400.0,10,0,3,-526090.9,***商贸有限公司,4,1
E52,2018Q3,250165.8,9,0,8,306029.0,8,0,2,55863.20000000001,***商贸有限公司,4,1
E52,2018Q4,1843175.0,27,0,20,2420904.2,31,0,2,577729.2000000002,***商贸有限公司,4,1
E52,2019Q1,1264297.0,31,1,11,2235025.5200000005,26,0,2,970728.5200000005,***商贸有限公司,4,1
E52,2019Q2,2075919.33,62,0,30,2165631.000000001,24,0,1,89711.67000000086,***商贸有限公司,4,1
E52,2019Q3,7442229.430000001,55,1,25,6730942.8,99,4,6,-711286.6300000008,***商贸有限公司,4,1
E52,2019Q4,3096936.61,111,0,40,4639304.000000001,54,1,3,1542367.390000001,***商贸有限公司,4,1
E52,2020Q1,737855.0,51,0,20,714008.45,9,0,2,-23846.550000000047,***商贸有限公司,4,1
E53,2017Q2,913180.0,13,0,4,1002706.24,19,0,4,89526.23999999999,***文化传媒有限公司,3,0
E53,2017Q3,1802250.0,36,0,10,1196620.0,17,1,10,-605630.0,***文化传媒有限公司,3,0
E53,2017Q4,4098431.2,154,0,10,5677660.0,64,0,9,1579228.7999999998,***文化传媒有限公司,3,0
E53,2018Q1,1323822.4,19,0,10,1556800.0,20,2,4,232977.6000000001,***文化传媒有限公司,3,0
E53,2018Q2,1225041.92,20,0,10,1416000.0,16,0,6,190958.08000000007,***文化传媒有限公司,3,0
E53,2018Q3,5504046.3,62,1,7,6090000.0,22,0,5,585953.7000000002,***文化传媒有限公司,3,0
E53,2018Q4,2165761.64,30,0,9,2192316.87,27,0,6,26555.22999999998,***文化传媒有限公司,3,0
E53,2019Q1,3163179.66,41,0,5,1792000.0,21,0,5,-1371179.6600000001,***文化传媒有限公司,3,0
E53,2019Q2,3554383.99,49,0,10,3740500.0,40,0,5,186116.00999999978,***文化传媒有限公司,3,0
E53,2019Q3,5504348.99,84,0,6,5739736.0,65,0,15,235387.00999999978,***文化传媒有限公司,3,0
E53,2019Q4,5688860.85,91,0,13,7722977.0,85,1,16,2034116.1500000004,***文化传媒有限公司,3,0
E54,2017Q1,337280.6,24,0,17,1693708.5,228,2,187,1356427.9,***新技术开发有限公司,1,0
E54,2017Q2,777154.2,31,0,13,2287585.0,290,0,240,1510430.8,***新技术开发有限公司,1,0
E54,2017Q3,933076.16,104,1,51,3136192.6399999997,229,1,158,2203116.4799999995,***新技术开发有限公司,1,0
E54,2017Q4,1062746.33,110,3,65,3408249.0,280,4,208,2345502.67,***新技术开发有限公司,1,0
E54,2018Q1,301632.81,89,0,48,3732416.0,208,0,132,3430783.19,***新技术开发有限公司,1,0
E54,2018Q2,495848.06999999995,135,0,76,2165250.0,302,7,223,1669401.9300000002,***新技术开发有限公司,1,0
E54,2018Q3,842905.6300000001,88,0,51,2300211.5,235,4,170,1457305.8699999999,***新技术开发有限公司,1,0
E54,2018Q4,735646.58,165,2,103,3251102.5999999996,316,5,216,2515456.0199999996,***新技术开发有限公司,1,0
E54,2019Q1,853487.73,156,2,81,2966029.5,200,0,134,2112541.77,***新技术开发有限公司,1,0
E54,2019Q2,343157.79,174,1,95,2540125.1800000006,286,4,201,2196967.3900000006,***新技术开发有限公司,1,0
E54,2019Q3,528920.26,191,2,91,4353999.66,271,5,188,3825079.4000000004,***新技术开发有限公司,1,0
E54,2019Q4,558230.03,192,2,85,3613492.94,310,3,205,3055262.91,***新技术开发有限公司,1,0
E54,2020Q1,393839.55000000005,96,7,36,2062615.2,60,2,38,1668775.65,***新技术开发有限公司,1,0
E55,2017Q1,171933.53,14,0,10,3149120.87,34,0,7,2977187.3400000003,***集团有限公司***电力设备分公司,3,0
E55,2017Q2,207116.28,14,1,8,4000.0,1,0,1,-203116.28,***集团有限公司***电力设备分公司,3,0
E55,2017Q3,26659.079999999998,16,0,9,3727448.84,113,37,2,3700789.76,***集团有限公司***电力设备分公司,3,0
E55,2017Q4,624373.8,15,0,9,601728.76,9,0,2,-22645.040000000037,***集团有限公司***电力设备分公司,3,0
E55,2018Q1,7360.46,28,0,4,15136.67,1,0,1,7776.21,***集团有限公司***电力设备分公司,3,0
E55,2018Q2,121768.04,14,2,7,587392.95,7,0,2,465624.91,***集团有限公司***电力设备分公司,3,0
E55,2018Q3,243332.19999999995,64,5,29,1824.37,1,0,1,-241507.82999999996,***集团有限公司***电力设备分公司,3,0
E55,2018Q4,1864178.2300000002,106,8,38,7789163.839999998,88,0,4,5924985.609999998,***集团有限公司***电力设备分公司,3,0
E55,2019Q1,1468400.4799999997,71,0,35,795091.56,9,0,2,-673308.9199999997,***集团有限公司***电力设备分公司,3,0
E55,2019Q2,581831.2200000001,132,5,47,434833.30000000016,53,19,6,-146997.91999999993,***集团有限公司***电力设备分公司,3,0
E55,2019Q3,1952506.0899999999,112,2,42,3985579.4700000007,75,14,4,2033073.3800000008,***集团有限公司***电力设备分公司,3,0
E55,2019Q4,2645773.5899999994,150,7,40,4503493.160000001,52,0,7,1857719.5700000017,***集团有限公司***电力设备分公司,3,0
E56,2017Q1,632325.5,13,0,11,193008.0,7,0,6,-439317.5,***家居材料***有限公司,3,0
E56,2017Q2,1069013.5,38,0,13,852351.0,22,0,6,-216662.5,***家居材料***有限公司,3,0
E56,2017Q3,1754614.01,100,0,18,1349854.0,31,0,10,-404760.01,***家居材料***有限公司,3,0
E56,2017Q4,2399942.34,90,2,20,1711209.77,30,0,12,-688732.5699999998,***家居材料***有限公司,3,0
E56,2018Q1,2017809.0,70,0,25,2036728.37,33,0,10,18919.37000000011,***家居材料***有限公司,3,0
E56,2018Q2,1265556.01,91,0,20,2008525.51,33,0,11,742969.5,***家居材料***有限公司,3,0
E56,2018Q3,998611.12,74,0,23,1946211.59,31,0,8,947600.4700000001,***家居材料***有限公司,3,0
E56,2018Q4,2271059.1,63,0,24,3396933.5300000003,46,1,8,1125874.4300000002,***家居材料***有限公司,3,0
E56,2019Q1,4035521.63,108,0,29,2607657.0799999996,40,1,15,-1427864.5500000003,***家居材料***有限公司,3,0
E56,2019Q2,1705173.21,177,2,31,2179785.32,36,3,12,474612.10999999987,***家居材料***有限公司,3,0
E56,2019Q3,4154062.45,104,0,40,4721257.15,63,1,15,567194.7000000002,***家居材料***有限公司,3,0
E56,2019Q4,5824212.669999999,181,3,54,5173379.08,63,2,15,-650833.5899999989,***家居材料***有限公司,3,0
E56,2020Q1,35814.81,43,0,21,1964951.64,23,0,8,1929136.8299999998,***家居材料***有限公司,3,0
E57,2016Q4,510.0,2,0,2,5740.0,1,0,1,5230.0,***机械设备有限公司,2,0
E57,2017Q1,660000.0,7,0,1,763500.0,8,0,2,103500.0,***机械设备有限公司,2,0
E57,2017Q2,21384.0,2,0,2,1693925.0,17,0,2,1672541.0,***机械设备有限公司,2,0
E57,2017Q3,251658.05,6,0,5,1467201.0,20,1,6,1215542.95,***机械设备有限公司,2,0
E57,2017Q4,1149080.0,6,0,4,1590500.0,18,0,4,441420.0,***机械设备有限公司,2,0
E57,2018Q1,2027265.96,6,0,5,1979705.0,23,0,7,-47560.95999999996,***机械设备有限公司,2,0
E57,2018Q2,2274035.06,15,0,8,4316605.0,44,0,6,2042569.94,***机械设备有限公司,2,0
E57,2018Q3,1988484.24,14,0,4,2955000.0,28,0,3,966515.76,***机械设备有限公司,2,0
E57,2018Q4,1012157.0,10,0,7,2145433.0,39,8,5,1133276.0,***机械设备有限公司,2,0
